id,title,all_artists,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0cAiOfc6uxr6NCyQ80ZigK,"On Our Own - From ""Ghostbusters II"" Soundtrack",Bobby Brown,0.671,0.843,2,-8.5,1,0.00501,0.0,0.0639,0.496,102.696,290000,4
4V87hYB94wu8DFtd901riK,Satisfied,Richard Marx,0.572,0.914,8,-8.436,1,0.0717,0.00776,0.319,0.843,108.991,254467,4
2U7EnPzVG4HbeZwdRzgSeE,Song For Whoever - Single Version,The Beautiful South,0.53,0.528,6,-9.174,0,0.616,0.0,0.0798,0.287,133.706,244627,4
3bceL3NJmM8sKwr5dyrKAz,Superwoman,Karyn White,0.623,0.722,8,-5.612,1,0.322,0.0,0.159,0.653,138.357,347453,4
04PydaEH97XN7YohGteKpK,The Way You Do The Things You Do,UB40,0.88,0.367,5,-15.487,0,0.263,7.06e-05,0.0294,0.92,80.866,182533,4
1VnwYAUlz1Ln0E2QGUnYHB,What It Takes,Aerosmith,0.528,0.729,5,-6.319,1,0.00424,7.74e-05,0.421,0.347,142.875,310973,4
0gljI0CtjpdZK6ecidfxto,Wild Thing,Tone-Loc,0.943,0.685,7,-11.903,1,0.000507,8.56e-06,0.0604,0.813,125.515,263573,4
7wzl8TbHkZs68YH67cQmjB,Black Cat,Janet Jackson,0.704,0.893,4,-8.038,0,0.121,0.00322,0.19,0.644,114.953,290600,4
1TYt5etb427hvOod3EKJA5,Can't Stop,After 7,0.727,0.811,0,-11.547,0,0.245,1.22e-05,0.192,0.808,97.098,247907,4
6c9nkeetGbsoXa7d5E1wHa,Crying in the Rain,a-ha,0.394,0.547,2,-9.276,1,0.436,0.000111,0.344,0.151,181.74,260227,4
47uDHNJpq4zUfOM0RFdEbV,Do Me!,Bell Biv DeVoe,0.714,0.735,7,-8.03,1,0.0179,1.56e-05,0.238,0.704,107.822,272427,4
6C4BcBBnlNG0bwfZyeKSti,Do You Remember? - 2016 Remaster,Phil Collins,0.677,0.5,5,-7.839,1,0.117,0.0109,0.0648,0.525,93.051,276000,4
6aKxDL6KiKCHYsQyDq7Vgd,Fantasy,Black Box,0.713,0.664,7,-9.095,0,0.00692,0.00184,0.163,0.49,98.102,312987,4
4cRR2gUTOerkUOW5iZpm91,Feels Good,Tony! Toni! Toné!,0.827,0.852,2,-12.052,1,0.115,1.49e-05,0.299,0.635,117.17,298373,4
48eiLW57CqSmCYNZRM2J8M,From a Distance,Bette Midler,0.536,0.242,7,-11.716,1,0.674,0.0,0.331,0.331,137.989,276346,4
2lxfnTyWxW381PXDm9Mg77,Impulsive,Wilson Phillips,0.657,0.76,4,-8.613,1,0.171,0.00551,0.224,0.71,107.872,274267,4
7mjTuZkE1XkJnco5bVsZCf,Round and Round - Soul Mix Edit,Tevin Campbell,0.79,0.591,7,-8.805,1,0.00335,0.00733,0.0338,0.725,107.197,293053,4
3HGE6Is63CrKHS9DZ26RIO,Rub You The Right Way,Johnny Gill,0.667,0.874,10,-6.937,1,0.0163,0.00246,0.322,0.865,111.871,333800,4
10JIQ4VbdRMlqvSJGvi7El,This House,Tracie Spencer,0.74,0.738,6,-9.849,0,0.0303,0.00406,0.0324,0.971,112.589,306533,4
47BTNw74jqdkfo66pmAnUB,(We Want) The Same Thing,Belinda Carlisle,0.646,0.899,6,-7.032,0,0.00901,2.61e-06,0.013,0.849,130.926,239107,4
0S7Vv5am0xbAXgJ2RFQR8S,Where Does My Heart Beat Now,Céline Dion,0.528,0.62,10,-10.419,1,0.648,1.63e-06,0.0801,0.595,74.051,272867,4
7EsjkelQuoUlJXEw7SeVV4,Black or White,Michael Jackson,0.518,0.901,9,-3.749,1,0.174,0.0314,0.0712,0.873,115.026,254933,4
09OKEiKltU6AvvrEtE92OY,Crucified - Radio Edit,Army Of Lovers,0.6,0.904,4,-10.003,0,0.0198,7.98e-05,0.749,0.475,122.006,214093,4
4mfyehYgUP2V8jsjW9UzYj,Diamonds and Pearls,Prince,0.549,0.547,7,-10.119,1,0.0532,0.321,0.0655,0.288,81.05,285267,4
0mKqVghILq1TmTDHiaRf9d,Everybody Plays The Fool,Aaron Neville,0.789,0.351,10,-14.009,1,0.211,0.00184,0.0528,0.428,87.895,265373,4
5z6a02FGoVsXTrJ4GiVNxE,The Horses,Daryl Braithwaite,0.707,0.275,4,-14.816,1,0.13,0.0,0.066,0.195,93.988,256107,4
4Hn14NabX651eOOzsLL8Uc,How Do You Do!,Roxette,0.619,0.72,0,-6.584,1,0.0194,1.68e-06,0.218,0.852,120.874,189093,4
0GMFC1osUTm2qKycgHdwWD,Keep Coming Back,Richard Marx,0.72,0.478,9,-11.074,1,0.115,2.27e-05,0.104,0.672,97.073,409360,4
2LCIRBYUBMFy9hL81qthi1,Love Is a Wonderful Thing,Michael Bolton,0.727,0.824,2,-8.915,1,0.00812,1.58e-06,0.0922,0.935,125.104,282933,4
3btfMAhLju1mONmlDnNcIx,No Son Of Mine - Remastered 2007,Genesis,0.659,0.594,4,-8.567,0,0.153,0.000554,0.109,0.229,103.993,400093,4
6pceknxOgA22HKs99yPEm1,Rhythm of My Heart,Rod Stewart,0.582,0.54,1,-11.021,1,0.0621,0.0,0.178,0.433,94.955,254867,4
6PlV2oZkDVq0dCDyDZqoTw,Save Up All Your Tears,Cher,0.609,0.773,5,-9.166,1,0.075,0.0,0.188,0.352,113.443,238160,4
6O7nMW8pIAk8m9ub6azaF9,Secret Love,Bee Gees,0.831,0.595,6,-11.815,0,0.106,0.12,0.179,0.644,129.947,222800,4
2upjcGvuiTCGSaGPZZ2dtD,Show Me The Way,Styx,0.245,0.433,6,-9.537,1,0.215,7.76e-06,0.092,0.165,157.416,277173,3
20XdEFyaUR9C7aDIdq2OAd,Summertime,DJ Jazzy Jeff & The Fresh Prince,0.677,0.539,7,-14.439,1,0.0455,1.84e-06,0.845,0.469,95.116,270973,4
367dmPOxuMP8FsrZHenNnq,That's What Love Is For,Amy Grant,0.544,0.699,9,-4.148,1,0.258,0.0,0.144,0.293,141.844,257293,4
5KNbCF0FpIWuPE8x6bhGgw,You're In Love,Wilson Phillips,0.688,0.679,1,-11.05,0,0.319,0.000301,0.29,0.536,101.872,291867,4
1zTuB57LYZa7xu7KUH8kF0,Baby-Baby-Baby,TLC,0.679,0.597,11,-8.601,0,0.0913,0.000673,0.0487,0.9,184.174,315040,4
0KMZsxJalrqyJSWghlpPmb,Come In Out Of The Rain,Wendy Moten,0.59,0.559,5,-8.916,1,0.158,3.96e-06,0.361,0.311,114.327,257800,4
3u5e3ovyvQLoauwUzWezvX,Do You Believe In Us,Jon Secada,0.662,0.891,3,-7.245,1,0.0103,3.64e-06,0.634,0.743,107.75,239267,4
2GwDKcTJlvoRDaJXkA7ULJ,Good For Me,Amy Grant,0.594,0.883,5,-4.279,1,0.329,8.33e-05,0.276,0.863,89.997,239493,4
4zRl3lAyZOVcJgHwZTpH17,Hold On My Heart - Remastered 2007,Genesis,0.458,0.363,5,-12.521,0,0.607,0.0144,0.0744,0.27,172.047,278000,4
36tOpYpo1omPwIab8ebEkW,Humpin' Around,Bobby Brown,0.71,0.8,1,-7.141,1,0.00223,0.211,0.0455,0.61,110.211,378493,4
6vubJBI43jIr557lvNbzlH,If You Asked Me To,Céline Dion,0.46,0.437,7,-10.587,1,0.128,0.0,0.025,0.227,172.382,234360,4
2exGHTlYAUQ5UX4e7Uqc79,"I'll Be There (feat. Trey Lorenz) - Live at MTV Unplugged, Kaufman Astoria Studios, New York - March 1992",Trey Lorenz,0.404,0.498,5,-9.855,1,0.687,0.0,0.725,0.284,81.951,282373,4
1X3Vb1oIAW6Ee22JZAEi59,It's Probably Me,Eric Clapton,0.791,0.41,4,-12.604,0,0.167,4.38e-06,0.0763,0.511,91.021,302040,4
76crWZqaiFzlTPGzNtT4w1,I Will Remember You,Amy Grant,0.513,0.658,0,-6.432,1,0.0329,9.3e-05,0.0805,0.336,177.625,300560,4
7wMPIfuVKfwG5Lty9hGDgO,Joy,Soul II Soul,0.721,0.676,5,-11.934,0,0.0194,4.32e-05,0.31,0.927,100.688,271867,4
5DOYik1z3Of1wAFfY3dYbC,Mr. Wendal,Arrested Development,0.884,0.37,8,-11.353,1,0.0188,0.00423,0.026,0.883,109.997,247507,4
2DRMuw0U0QbkVQxWxdJV3M,Water Under the Bridge,Adele,0.59,0.833,5,-6.503,0,0.0142,5.4e-06,0.105,0.538,94.963,240439,4
0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,Adele,0.604,0.366,5,-7.519,1,0.578,0.0,0.133,0.13,141.981,224695,4
5kK8qEbjNsVXyv8g7ZEi0S,Sometimes Love Just Ain't Enough - Single Version,Don Henley,0.562,0.557,10,-6.335,1,0.326,0.0,0.337,0.241,82.973,266307,4
1aHCn2d62m0Gghu0nLeaw3,Take This Heart,Richard Marx,0.612,0.694,0,-8.277,1,0.00142,0.0012,0.0749,0.551,115.53,250667,4
637V2ymBt4Ljlbz4EmRys8,This Used to Be My Playground,Madonna,0.499,0.308,7,-11.692,0,0.754,0.000943,0.124,0.0706,75.91,310267,4
1Z1BvDuDYOaQaQtoeCDSuA,We Got A Love Thang,CeCe Peniston,0.669,0.644,0,-10.47,1,0.000172,0.00585,0.356,0.764,120.012,328800,4
21MLFi0ISlqDBp7DQHPi7p,Would I Lie To You?,Charles & Eddie,0.547,0.538,11,-11.39,0,0.473,0.0,0.0369,0.718,202.409,279600,4
4uyiiwV6b9XNEpxOkAqrad,You're All That Matters to Me,Curtis Stigers,0.573,0.635,5,-9.587,1,0.0808,0.0,0.0853,0.821,182.75,280533,4
0IaMMHVbpJ0LrRAeigWOXr,Again,Janet Jackson,0.359,0.287,0,-9.51,1,0.882,0.00607,0.186,0.189,130.135,227133,4
5AKBbv9A9jfPce0KkH27Cd,Almost Unreal,Roxette,0.542,0.613,4,-5.724,1,0.0808,0.0,0.126,0.267,92.035,234813,4
70iDnqYvxCPl3mPd3ddxgD,Another Sad Love Song,Toni Braxton,0.78,0.711,2,-7.429,1,0.0142,3.75e-05,0.0366,0.859,96.067,301560,4
15kc3DJyYixeEEq5kRRrOm,Break It Down Again,Tears For Fears,0.681,0.742,5,-7.0,1,0.0134,0.422,0.121,0.486,109.001,271533,4
4wirRdI8OmfLQhf6SnaWYd,Deep,Ian Curnow / Phil Harding,0.578,0.661,0,-11.206,1,0.0249,0.00544,0.353,0.78,184.088,248027,4
7tsRp7QKUBp6hc9bth0h7x,Don't Walk Away,Jade,0.831,0.915,10,-7.501,0,0.147,0.00571,0.196,0.881,102.979,216373,4
3vbQQn2D8KO77QCGtVu1aY,Exterminate (Endzeit 7) [feat. Niki Haris],Niki Haris,0.429,0.57,9,-14.919,0,0.109,0.467,0.223,0.466,125.861,260643,4
4jVu0QPK9BVeNgAmfvkocn,For Whom The Bell Tolls,Bee Gees,0.537,0.695,4,-6.886,1,0.0535,0.0,0.0691,0.338,82.055,306533,4
1euDTbMNRPNfKd8zZz4zTT,Give In to Me,Michael Jackson,0.502,0.855,4,-3.27,0,0.152,0.000488,0.106,0.337,86.968,328627,4
7woW97CfcWaKtuC6W5BP2K,Heal the World,Michael Jackson,0.545,0.485,9,-8.045,1,0.537,1.8e-06,0.104,0.101,80.948,384307,4
3mDoAC8R1miOQ6Ld1NkAYH,Higher Ground,UB40,0.799,0.504,2,-12.874,1,0.074,0.000609,0.118,0.92,101.067,261240,4
7IUTUjBJ8mzMwZpyxcI5g0,I Don't Wanna Fight,Tina Turner,0.638,0.762,2,-9.685,1,0.304,9e-05,0.112,0.726,92.046,369067,4
0t414ewhjcIiuPVF3QECz2,If,Janet Jackson,0.653,0.976,11,-5.173,0,0.0374,0.00173,0.561,0.447,105.575,271640,4
05vL56xSoxthM0r7IfcQjo,If I Ever Lose My Faith In You,Sting,0.575,0.727,2,-9.539,1,0.00952,0.00754,0.054,0.504,97.995,270533,4
5oPRLER8bCQN3RFFVvLbTC,If I Had No Loot,Tony! Toni! Toné!,0.873,0.721,11,-9.774,0,0.113,0.0,0.27,0.81,106.725,241467,4
7Fz04HFxIlqYm5vMq1cmZS,Love Is,Vanessa Williams,0.501,0.35,1,-11.253,1,0.486,2.74e-05,0.178,0.165,80.042,286600,4
15ni9ro5GuIad268WAZN32,Nothin' My Love Can't Fix,Joey Lawrence,0.657,0.909,7,-6.322,1,0.0131,0.000623,0.211,0.606,106.122,243267,4
3b3PnE1ROIZzILjmCGjVib,Rain,Madonna,0.592,0.642,10,-9.38,1,0.0883,0.00134,0.131,0.16,92.419,328987,4
6CKoWCWAqEVWVjpeoJXyNH,Shape Of My Heart,Sting,0.537,0.373,6,-10.081,0,0.691,0.000915,0.083,0.244,83.936,279227,4
0Pu71wxadDlB8fJXfjIjeJ,Shoop,Salt-N-Pepa,0.939,0.675,0,-7.232,1,0.0915,0.0,0.0565,0.795,96.918,248573,4
7M2wk27EePpYr9TH3uZY1r,Somebody Dance with Me,DJ BoBo,0.689,0.878,6,-8.052,0,0.149,5.7e-06,0.147,0.809,128.033,209014,4
1igW25R8lnb5ze9GWbuVsl,Will You Be There,Cleveland Orchestra,0.348,0.432,8,-9.553,1,0.819,0.0856,0.191,0.141,82.911,460000,4
0dfQwyoZoS9LgQiU6AJO7f,100% Pure Love,Crystal Waters,0.811,0.725,8,-7.203,1,0.0843,0.0059,0.0567,0.698,120.242,278627,4
0S8xKy1efKy3LvR53qe3Cq,Anytime You Need a Friend,Mariah Carey,0.57,0.549,9,-7.956,0,0.469,7.91e-06,0.0715,0.295,136.13,265467,4
0Ek1Jt3GiTnyDwiQu0eqQq,Around the World,East 17,0.53,0.789,0,-8.457,1,0.0542,0.000971,0.293,0.709,176.229,273733,4
5o8gWPZxr4GZFslU85YMmu,Beautiful In My Eyes,Joshua Kadison,0.582,0.381,3,-10.045,1,0.595,1.1e-05,0.132,0.283,141.947,249493,4
40kJxdeSmQieEgTgShXumm,Because Of Love,Janet Jackson,0.764,0.878,5,-5.647,0,0.287,0.00356,0.18,0.825,112.37,260907,4
1zT8lhxETPSdP7ODwbkjMk,Everybody,DJ BoBo,0.739,0.759,10,-10.226,0,0.0503,0.00137,0.274,0.67,100.029,229893,4
5buITai6eMzU8rJonMEI6e,Glycerine - Remastered,Bush,0.421,0.335,5,-11.384,1,0.0342,0.00236,0.0944,0.0889,114.227,266493,4
5MiIyCJ1DYbWLdwWYzyNcJ,Groove Thang,Zhané,0.906,0.486,9,-7.189,0,0.0227,0.000757,0.0725,0.821,102.031,236507,4
267iIR5zovTVMwSIGaqIkR,If You Go,Jon Secada,0.621,0.819,7,-8.002,1,0.0884,0.0,0.134,0.485,106.017,273933,4
6ds1A1qkYXpXOc4GWw4hVO,I'll Remember (Theme from the Motion Picture With Honors),Madonna,0.691,0.598,7,-9.699,1,0.625,0.0174,0.0709,0.842,167.797,263813,4
79JN8el8XvKP3w9RCKLdOf,I Miss You,Haddaway,0.578,0.541,8,-13.334,1,0.239,0.00028,0.192,0.617,149.847,254600,4
6UG4ArmwcY41Zjtk06jYMx,Just a Step from Heaven,Johnny Douglas,0.648,0.788,6,-7.463,0,0.0543,9.91e-06,0.319,0.93,193.27,233907,4
5VzxPrbxYfoJM60UpjeWXN,Let the Beat Control Your Body,2 Unlimited,0.671,0.962,6,-7.469,1,0.00603,3.29e-05,0.0501,0.967,141.953,218845,4
5QhPuzoBLERgnnE0PSl5pt,Love Ain't Here Anymore,Take That,0.547,0.627,2,-9.144,1,0.133,0.0,0.0464,0.319,139.596,237520,4
5GzhOU3ABPksBqLdjortcG,Love Sneakin' Up On You,Bonnie Raitt,0.641,0.63,7,-10.321,1,0.0171,2.91e-06,0.0559,0.665,94.654,221627,4
1PavRrF6Ydo0HSePmMt5tL,Move On Baby,Cappella,0.654,0.886,7,-11.033,0,0.18,0.156,0.103,0.626,133.03,291800,4
2V2pxcEfn5zs79sE7qcewA,Now And Forever,Richard Marx,0.441,0.258,7,-11.227,1,0.661,0.0,0.106,0.172,77.988,214827,1
2Kigk5kA5cKFhGgGRTXRIE,The Real Thing,2 Unlimited,0.587,0.969,2,-9.392,1,0.00828,0.00568,0.212,0.46,143.933,218645,4
78foNmu2hGDPwm3cJVlikF,Cold Shoulder,Adele,0.65,0.82,0,-5.344,1,0.00217,0.0,0.133,0.35,109.955,191867,4
2jNOo1gzak9CyiFd0JGBV5,Rock 'Til You Drop,Status Quo,0.485,0.549,4,-10.886,1,0.322,3.33e-06,0.354,0.225,130.249,196907,3
0ihguwGVwKihJ1Nj8fGQlY,"Blinded By Your Grace, Pt. 2 (feat. MNEK)",MNEK,0.35,0.613,2,-5.453,1,0.0743,0.0,0.069,0.224,120.038,230655,4
2GcAqQbqBhBh2SwsOq3REu,Not Such An Innocent Girl,Victoria Beckham,0.647,0.863,1,-3.651,0,0.256,0.0,0.408,0.823,101.255,199880,4
57bvNqmSDfAakSot4cCn70,Iron Lion Zion,Bob Marley & The Wailers,0.713,0.643,6,-6.837,0,0.0101,0.00117,0.262,0.801,142.378,192707,4
3dYD57lRAUcMHufyqn9GcI,Take Me To Church,Hozier,0.566,0.664,4,-5.303,0,0.634,0.0,0.116,0.437,128.945,241688,4
1trpG0Orh0Hyw1dnJA5etW,Stars Are Blind,Paris Hilton,0.745,0.695,2,-5.076,1,0.00593,0.0,0.0615,0.519,102.014,236600,4
0ALV8l7nqbjwSZ2w9hS2CI,Rich Girl,Eve,0.856,0.754,7,-2.728,0,0.0294,1.49e-05,0.206,0.722,98.018,236213,4
2hWI9GNr3kBrxZ7Mphho4Q,Lucky Star,Madonna,0.793,0.627,4,-10.599,0,0.266,7.1e-05,0.145,0.963,117.203,333773,4
6UespeVK9gGMnEyeMktQhU,If Ya Gettin' Down,Five,0.821,0.883,11,-5.345,1,0.0628,0.0,0.303,0.907,110.782,180493,4
0HuNPrWCyZpCx59pu9ON99,Immortality (feat. Bee Gees),Bee Gees,0.546,0.315,2,-11.208,1,0.601,3.43e-06,0.0795,0.0756,82.951,250893,4
31a7zOMhffLZ0i2vbHSTeH,Something New,Girls Aloud,0.626,0.915,6,-3.123,0,0.011,0.0,0.108,0.763,119.993,201042,4
4cGqn0E8JCSY9gQllQj4Mf,Let Somebody Go,Selena Gomez,0.592,0.342,0,-8.93,1,0.193,0.00245,0.11,0.155,130.953,241595,4
0jH7gF7KCk2Lom9gimaKms,Coloratura,Coldplay,0.285,0.265,2,-10.836,1,0.629,0.179,0.066,0.0699,134.055,617057,4
5Ot6K3TxY7d15VLr5M0jbD,My Love Life,Morrissey,0.592,0.629,7,-8.756,1,0.00603,6.08e-05,0.0582,0.613,117.692,267813,4
6Uum5VwjBXx8bLOxHJdcbI,Too Many Walls,Cathy Dennis,0.73,0.578,10,-11.036,1,0.324,5.37e-05,0.079,0.663,97.144,265440,4
0cELvuwJW1acISUHYB6suj,Emotions,Mariah Carey,0.74,0.752,9,-7.008,0,0.0409,0.00125,0.0233,0.939,114.851,248093,4
3I3D2mykwWWXrC88MGdWFR,Renaissance - Album Mix,M People,0.811,0.808,0,-8.105,1,0.00983,0.00211,0.358,0.779,123.893,320360,4
5Q4djRRS0wxG1LazHHGnaq,Right Beside You,Sophie B. Hawkins,0.603,0.885,9,-6.986,0,0.209,0.00296,0.0634,0.528,124.964,286667,4
0CEGXExLJZD9WDiZQHlpur,Rock My Heart,Haddaway,0.608,0.92,5,-7.173,0,0.00535,0.0289,0.0948,0.657,129.981,250293,4
15FcP9qwmIKqaD5NhfhNpu,Secret,Madonna,0.813,0.655,1,-7.884,1,0.101,6.65e-05,0.146,0.46,99.982,304933,4
7dV6bTS6uVMjzIbeoq1Pef,Sight For Sore Eyes,M People,0.798,0.647,8,-8.74,1,0.0031,0.0277,0.0555,0.619,121.945,373080,4
7o78oF3lSOhgyxGWg5Epm4,Steam,East 17,0.698,0.891,7,-5.235,1,0.0269,2.11e-06,0.304,0.763,116.143,203027,4
2wz5weI4PREzpexKfrKgwv,Sweet Dreams,La Bouche,0.656,0.956,11,-5.647,0,0.0784,0.0247,0.0923,0.831,133.713,204587,4
7MooGz4ZPE4bNxjFegR6Jx,You Don't Know How It Feels,Tom Petty,0.765,0.502,9,-7.393,1,0.119,0.0011,0.171,0.836,144.204,289440,4
0INtJm8gCJKtNaAYQNVlpZ,"You Don't Love Me (No, No, No) - Extended Mix",Dawn Penn,0.811,0.428,7,-10.728,1,0.0122,0.317,0.344,0.653,80.962,277893,4
1d0GYRpnCb0XNQcQdKhfKL,You Mean the World to Me,Toni Braxton,0.595,0.735,11,-6.648,1,0.1,9.62e-06,0.104,0.521,167.662,296400,4
17aVK3oQdgwVG2l0HpP67W,Baby,Brandy,0.807,0.651,5,-6.714,0,0.0236,6.65e-06,0.174,0.829,91.028,313293,4
3vSn1frPgFcRXrjWOfhMLl,Be My Lover,La Bouche,0.658,0.963,1,-3.283,0,0.00283,2.38e-06,0.951,0.793,134.798,240867,4
0qQiqwzddwQmtoGcF3Uzm5,The Bomb! (These Sounds Fall Into My Mind) - Radio Edit,The Bucketheads,0.788,0.875,9,-3.742,0,0.00193,0.536,0.107,0.936,125.918,202825,4
4qjrCkcVbsYlitCqbBkeKe,Colors Of The Wind - End Title,Vanessa Williams,0.574,0.238,7,-18.072,0,0.365,1.32e-05,0.126,0.126,84.018,257933,4
3yi27cGUFPTQUdWZV9nV67,December,Collective Soul,0.684,0.645,0,-5.707,1,0.589,0.00432,0.18,0.366,121.995,285000,4
2W2vmNmTLERMWT9XBxm35E,Diggin' On You,TLC,0.719,0.631,6,-7.411,1,0.0235,0.702,0.0686,0.456,80.127,254560,4
1X3ypzPnyerpZuMqrDFK29,"Exhale (Shoop Shoop) - from ""Waiting to Exhale"" - Original Soundtrack",Whitney Houston,0.661,0.394,1,-9.032,1,0.401,0.0,0.119,0.107,137.954,204333,4
4vDBJeeQCbhP9FaPPMsYkY,Give Me One Reason,Tracy Chapman,0.608,0.419,11,-10.016,1,0.602,7.58e-06,0.108,0.602,100.22,268333,4
7qnNnQTGxdzI2wZWpa0vDD,I Believe,David Kershenbaum,0.491,0.458,11,-8.159,1,0.653,0.0,0.164,0.238,141.724,267493,4
70d8omRI2p7qesFOiy55Ro,I Can Love You Like That,All-4-One,0.635,0.712,8,-4.998,1,0.0811,0.0,0.322,0.423,91.024,257960,4
5OWngYysEOZ5V2j0bsSpps,Independent Love Song,Scarlet,0.452,0.298,10,-11.318,0,0.432,0.0,0.0892,0.23,79.022,234827,4
7ewoPfv8SoKvpdLOSKUXD2,Julia Says,Wet Wet Wet,0.49,0.621,3,-6.99,1,0.214,0.0,0.202,0.315,74.876,250160,4
4yoSfunxOVazVslcc8ECFc,Key To My Life - Radio Edit,Boyzone,0.414,0.496,9,-12.431,1,0.27,0.0,0.283,0.332,176.103,224160,4
7IgHTB9VMPwziPobbBbgfq,Mis-Shapes,Pulp,0.32,0.871,2,-6.733,1,0.0145,0.0,0.4,0.662,147.56,226680,4
6ayyzu6smOchwXO1vxwfn6,Runaway,Janet Jackson,0.787,0.86,1,-4.974,1,0.364,0.041,0.0612,0.862,109.154,214933,4
0ibYVniVLMJWvc3eNfYk8T,Run Away,Real McCoy,0.721,0.924,1,-8.282,1,0.000683,0.00382,0.0817,0.694,130.947,244133,4
6hs3SDnbO3f6VQuPO4KBEb,Send Me on My Way,Rusted Root,0.5,0.681,0,-9.556,1,0.114,4.01e-05,0.139,0.745,119.46,263333,4
6vejJ1w5Dy0iFQ23rGwvSs,So Good - Radio Edit,Boyzone,0.638,0.878,4,-10.237,0,0.0238,1.89e-05,0.0896,0.653,106.048,182840,4
58d7gvF0DSj2iFwyhNIU1K,Somewhere Somehow,Wet Wet Wet,0.532,0.514,9,-8.759,1,0.115,0.0,0.11,0.206,140.038,231253,4
0AEHFeG7pLwCmSfpcP1qEz,The Sweetest Days,Vanessa Williams,0.483,0.277,10,-10.921,1,0.704,0.000921,0.174,0.0692,139.714,211253,4
3Rmj5bpH6nSI9pNEWP3wBQ,Tell Me When,The Human League,0.688,0.888,8,-5.841,1,0.00582,9.23e-05,0.0565,0.728,120.021,291027,4
6RInnwHiI98g8Fmdz6M3wF,Thank You,Boyz II Men,0.678,0.719,3,-8.915,0,0.0159,0.0,0.0182,0.92,95.133,275200,4
4cjHy6TwppuNZ05yrP8Fic,Think of You - Radio Edit,Whigfield,0.696,0.806,8,-11.141,1,0.0631,0.00155,0.0343,0.871,127.395,243069,4
24IwHIBPfL1fkCOvVizPEN,Thunder,East 17,0.584,0.8,0,-8.327,1,0.2,0.0,0.133,0.512,86.859,294040,4
3kGMziz884MLV1oCwrarmN,'Til You Do Me Right,After 7,0.663,0.462,2,-8.784,0,0.306,0.0,0.0687,0.431,76.794,295000,4
2QbuqnxPaHCsYnlbAZDxvV,Try Me Out,Corona,0.753,0.77,7,-8.655,0,0.0489,0.000397,0.251,0.558,130.977,206880,4
2U40DawrPNZwD0lcqqx3bq,Who Will Save Your Soul,Jewel,0.686,0.467,7,-9.712,1,0.704,0.00103,0.13,0.753,126.179,239293,4
52kDYmU0aE3txkZBKjl0nP,You Want This,Janet Jackson,0.844,0.843,10,-5.763,0,0.113,0.0439,0.1,0.647,111.893,305667,4
0gsl92EMIScPGV1AU35nuD,All By Myself,Céline Dion,0.344,0.325,11,-10.005,0,0.35,0.0223,0.0686,0.0775,118.515,312307,4
1iArQTuOzxvrtniGmkyy92,Burden In My Hand,Soundgarden,0.319,0.803,10,-8.928,1,0.00534,0.0126,0.177,0.589,183.031,290107,4
6BQNJ0JFKh8sWjQLI6Zudi,Change the World,Eric Clapton,0.721,0.558,9,-8.8,1,0.492,0.00563,0.113,0.542,96.887,234867,4
4eamJr2k9YDH8j58RSTmSc,Doin' Time,Sublime,0.708,0.757,7,-5.121,1,0.0362,0.0,0.17,0.552,80.976,253840,4
5cIU5GZBbyMfgfXGcoQVYc,Don't Stop Movin' - Radio Mix,A. Manetta,0.704,0.722,2,-10.815,0,0.0287,0.00341,0.297,0.859,129.992,215227,4
7KWMxUH7lORLTob6aMpXBU,Falling Into You,Céline Dion,0.371,0.505,2,-9.052,0,0.382,0.0,0.115,0.564,193.246,258240,4
0yNCFwihschpOwSgK31f2O,Hit Me Off,New Edition,0.72,0.719,7,-4.571,0,0.185,0.000128,0.522,0.899,88.987,261400,4
1zzKUeltcDrCnDTo70T6yD,"I Am, I Feel",Alisha's Attic,0.479,0.858,2,-4.579,1,0.122,3.16e-06,0.474,0.816,82.248,240467,4
2WthqeuPLwn0CHwCMrlt6L,I Finally Found Someone (feat. Bryan Adams),Bryan Adams,0.568,0.224,6,-15.069,1,0.677,0.0,0.127,0.0709,138.964,221973,4
4KoNBTm9a55KgLMtEaf3n6,If You Could Only See,Tonic,0.433,0.946,10,-5.138,0,0.00264,0.0,0.198,0.578,95.169,261520,4
4bNqBlJkoueiFla9YsyNg9,María - Pablo Flores Spanglish Radio Edit,Javier Garza,0.707,0.921,9,-7.384,0,0.00365,2.16e-06,0.0362,0.685,126.869,271267,4
2uQGsGx9GUzYDWjbWzOALs,One by One,Cher,0.639,0.763,0,-5.333,0,0.0113,3.34e-05,0.401,0.603,110.977,302427,4
4330XmgVWlx98Y3Naswycg,Sittin' Up In My Room - from Waiting to Exhale - Original Soundtrack,Brandy,0.796,0.515,8,-8.083,0,0.245,0.00196,0.0515,0.9,93.278,292067,4
2NFTEx9YLvWs4fWgKD0mZ9,That Girl,Shaggy,0.68,0.685,5,-7.343,0,0.059,0.0,0.318,0.619,138.716,240893,4
3wuCCNCnBhJlwkIJTBZFiv,They Don't Care About Us,Michael Jackson,0.859,0.905,0,-5.539,0,0.205,0.00837,0.322,0.731,89.946,284160,4
69QIVIjPMnI1ABLBqh9P1b,Twisted,Keith Sweat,0.615,0.514,11,-9.759,1,0.393,0.0,0.248,0.822,175.849,260667,4
